Species3,Family3,Order3,BeakLengthCulmen,BeakLengthNares,BeakWidth,BeakDepth,TarsusLength,WingLength,KippsDistance,Secondary,HandWingIndex,TailLength,Mass,Habitat,TrophicLevel,TrophicNiche,PrimaryLifestyle
Hypsipetes virescens,Pycnonotidae,Passeriformes,19.6,12.9,4.5,5,17.4,88.3,14.7,74.1,16.5,87.6,32.5,Forest,Omnivore,Omnivore,Insessorial
Iole indica,Pycnonotidae,Passeriformes,20.1,12,4.8,4.9,18.2,88.2,13.7,73.9,15.7,80.8,30.6,Forest,Herbivore,Omnivore,Insessorial
Iole olivacea,Pycnonotidae,Passeriformes,20.6,13.2,5.3,5.4,18.5,87.3,15.6,72,17.9,72,24,Forest,Omnivore,Omnivore,Insessorial
Iole propinqua,Pycnonotidae,Passeriformes,19.3,11.5,5.1,5.1,18,84.6,13.6,70.9,16.1,83.4,25.9,Forest,Omnivore,Omnivore,Insessorial
Iole virescens,Pycnonotidae,Passeriformes,19,13.2,4.8,5.2,18.3,87,15.6,72,17.9,84,25.9,Forest,Herbivore,Frugivore,Insessorial
Ixonotus guttatus,Pycnonotidae,Passeriformes,15.7,9.1,3.9,4.3,17.8,87.2,17.4,69.9,19.9,74.6,35.2,Forest,Omnivore,Frugivore,Insessorial
Ixos amaurotis,Pycnonotidae,Passeriformes,29.8,16.2,5.3,6.4,21.6,128.3,27,99.4,21.3,120.6,70.9,Forest,Herbivore,Frugivore,Insessorial
Ixos everetti,Pycnonotidae,Passeriformes,27.5,17,5.5,7.1,20,111.6,16,93.2,14.7,97.4,58.3,Forest,Herbivore,Frugivore,Insessorial
Ixos malaccensis,Pycnonotidae,Passeriformes,26,17.2,5.2,6.5,16.9,104,20.1,83.9,19.4,84.2,37.3,Forest,Omnivore,Frugivore,Insessorial
Ixos palawanensis,Pycnonotidae,Passeriformes,19.4,11.4,4.8,5.1,17.8,83.9,13.2,70.6,15.8,74,26.8,Forest,Omnivore,Omnivore,Insessorial
Ixos philippinus,Pycnonotidae,Passeriformes,22.4,13.4,4.9,5.4,18.9,93.9,12.3,81.8,13.1,88.3,38.6,Forest,Herbivore,Frugivore,Insessorial
Ixos rufigularis,Pycnonotidae,Passeriformes,27.7,17.1,5.4,6.8,21.1,114.3,15.8,98.6,13.8,99,58.7,Forest,Herbivore,Frugivore,Insessorial
Ixos siquijorensis,Pycnonotidae,Passeriformes,28.8,17.6,5.9,7.7,23.1,119.5,22.8,96.7,19.1,115.8,38.6,Forest,Herbivore,Frugivore,Insessorial
Neolestes torquatus,Pycnonotidae,Passeriformes,15.1,7.6,3.6,4.6,20.5,69.2,9.2,60,13.4,64.2,22.5,Shrubland,Carnivore,Invertivore,Insessorial
Nicator chloris,Pycnonotidae,Passeriformes,21.5,11.6,4.2,6.4,28.6,100,13.3,89.7,12.8,98.2,46.1,Forest,Carnivore,Invertivore,Insessorial
Nicator gularis,Pycnonotidae,Passeriformes,23.7,12.6,4.3,6.7,28,103.4,14.2,88.3,13.8,107.2,45.6,Woodland,Carnivore,Invertivore,Insessorial
Nicator vireo,Pycnonotidae,Passeriformes,19,10.8,3.5,5.3,21.3,80.8,9.1,71.6,11.3,81.8,23.6,Forest,Carnivore,Invertivore,Insessorial
Phyllastrephus albigularis,Pycnonotidae,Passeriformes,19.4,11.9,4.6,4.7,20.2,76.8,7.5,68.6,9.8,75.9,24.5,Forest,Carnivore,Invertivore,Insessorial
Phyllastrephus baumanni,Pycnonotidae,Passeriformes,18,10.2,4.2,4.6,20.5,77.4,6.8,69.7,8.9,76.8,27.5,Forest,Carnivore,Invertivore,Terrestrial
Phyllastrephus cabanisi,Pycnonotidae,Passeriformes,19.1,10.7,4.2,4.5,23,83,10.5,72.9,12.6,84.4,34.4,Forest,Carnivore,Invertivore,Generalist
Phyllastrephus cerviniventris,Pycnonotidae,Passeriformes,19.1,10.5,3.6,4,20.7,83,10.6,72.2,12.8,84,27,Shrubland,Carnivore,Invertivore,Generalist
Phyllastrephus debilis,Pycnonotidae,Passeriformes,15.7,8.7,3.6,3.5,18.5,64.3,8.5,55.5,13.3,63.6,14.3,Shrubland,Carnivore,Invertivore,Insessorial
Phyllastrephus fischeri,Pycnonotidae,Passeriformes,20.7,11.9,3.7,4.4,21.2,82.2,11.1,70.5,13.6,85.1,27,Forest,Carnivore,Invertivore,Generalist
Phyllastrephus flavostriatus,Pycnonotidae,Passeriformes,20.7,11.9,3.9,4.5,22.1,87.3,12.3,75,14.1,86.8,28.3,Forest,Carnivore,Invertivore,Insessorial
Phyllastrephus fulviventris,Pycnonotidae,Passeriformes,21.4,11.7,3.8,4.6,21.2,89,9.8,79.2,11,91,33.3,Forest,Carnivore,Invertivore,Generalist
Phyllastrephus hypochloris,Pycnonotidae,Passeriformes,19.1,10.1,4.3,4.3,20,77,6.8,70.2,8.8,80.6,23.1,Forest,Carnivore,Invertivore,Insessorial
Phyllastrephus icterinus,Pycnonotidae,Passeriformes,18.1,11.1,4.5,4.3,19.7,72.9,8.1,66.4,10.7,67.6,18.9,Forest,Omnivore,Invertivore,Insessorial
Phyllastrephus leucolepis,Pycnonotidae,Passeriformes,18,10.3,4.2,4.3,19.1,71,7.5,63.5,10.6,67.6,26.3,NA,Omnivore,Invertivore,Insessorial
Phyllastrephus lorenzi,Pycnonotidae,Passeriformes,16.5,8.9,3.9,4,17.7,69,8.4,60.6,12.2,64,19,Forest,Carnivore,Invertivore,Insessorial
Phyllastrephus poensis,Pycnonotidae,Passeriformes,20.9,11.3,4,4.6,23.2,79.8,8.2,70.9,10.3,79.6,28.9,Forest,Carnivore,Invertivore,Insessorial
Phyllastrephus poliocephalus,Pycnonotidae,Passeriformes,23.5,12.4,4.3,5.6,26.7,99.2,9.5,86.7,9.9,101.8,53,Forest,Carnivore,Invertivore,Insessorial
Phyllastrephus strepitans,Pycnonotidae,Passeriformes,19.6,11.1,3.7,4.1,21.1,79.6,7.4,72.6,9.2,83,27.1,Shrubland,Omnivore,Invertivore,Insessorial
Phyllastrephus terrestris,Pycnonotidae,Passeriformes,21.8,12.1,3.8,5,21.7,86.6,8.9,76.6,10.4,85.6,31.1,Forest,Carnivore,Invertivore,Generalist
Phyllastrephus xavieri,Pycnonotidae,Passeriformes,19.8,11.3,3.8,4.8,19.2,81.6,9.3,73.3,11.2,78.7,22.6,Forest,Carnivore,Invertivore,Insessorial
Pycnonotus atriceps,Pycnonotidae,Passeriformes,15.7,9.5,4.2,4.6,15.1,77.7,13.1,64,17,67,25.5,Forest,Herbivore,Frugivore,Insessorial
Pycnonotus aurigaster,Pycnonotidae,Passeriformes,19.4,9.8,4.1,4.8,21.9,91.8,14,76.4,15.5,82.4,44.3,Shrubland,Herbivore,Omnivore,Insessorial
Pycnonotus barbatus,Pycnonotidae,Passeriformes,18.1,9.6,4.3,5,21.2,93.6,14.1,79.5,15,85.3,32.1,Woodland,Herbivore,Frugivore,Insessorial
Pycnonotus bimaculatus,Pycnonotidae,Passeriformes,16.9,8.7,4.6,4.7,20,86.2,11.2,75,13,93.8,30,Forest,Herbivore,Frugivore,Insessorial
Pycnonotus blanfordi,Pycnonotidae,Passeriformes,16.7,8.9,3.7,4.5,19,82.6,11.6,70.9,14,81.6,33.4,Shrubland,Omnivore,Omnivore,Insessorial
Pycnonotus brunneus,Pycnonotidae,Passeriformes,16.5,9.4,4.4,4.8,18.9,82.2,9.8,70.7,12.3,71.7,28.8,Forest,Herbivore,Frugivore,Insessorial
Pycnonotus cafer,Pycnonotidae,Passeriformes,19.4,10.5,4.8,5.3,21.3,94.5,15.7,78.8,16.5,86.2,42.9,Shrubland,Herbivore,Omnivore,Insessorial
Pycnonotus capensis,Pycnonotidae,Passeriformes,19.6,9.8,4,4.6,22,92.8,14.5,78.2,15.7,86.2,38.6,Shrubland,Herbivore,Omnivore,Insessorial
Pycnonotus cyaniventris,Pycnonotidae,Passeriformes,14.6,8.6,3.9,3.9,14.2,75.6,13.4,62.8,17.5,58.6,22,Forest,Herbivore,Frugivore,Insessorial
Pycnonotus erythropthalmos,Pycnonotidae,Passeriformes,13.6,8.6,3.8,3.7,16,74.2,10.8,63.6,14.4,63.8,19.2,Forest,Herbivore,Frugivore,Insessorial
Pycnonotus eutilotus,Pycnonotidae,Passeriformes,18.3,11.8,4.8,5.2,17.7,91.5,17.6,73.4,19.3,77.3,35.3,Forest,Herbivore,Frugivore,Insessorial
Pycnonotus finlaysoni,Pycnonotidae,Passeriformes,16.6,9.1,4,5,18.3,80,10.2,70.3,12.7,79,26.3,Shrubland,Herbivore,Omnivore,Insessorial
Pycnonotus flavescens,Pycnonotidae,Passeriformes,17.5,8.4,3.9,4.6,19.5,85.4,12.1,73.7,14.2,89.8,28.9,Forest,Omnivore,Omnivore,Insessorial
Pycnonotus goiavier,Pycnonotidae,Passeriformes,18.5,11.2,4.3,5,20.9,87,12.9,75.9,14.5,77.2,27.8,Shrubland,Herbivore,Omnivore,Insessorial
Pycnonotus hualon,Pycnonotidae,Passeriformes,15.9,7.8,3.8,4.2,18.5,90,13.5,76.5,15,73,37,NA,Herbivore,Frugivore,Insessorial
Pycnonotus jocosus,Pycnonotidae,Passeriformes,17.5,9.1,4.5,4.8,20.5,86.8,12.4,74.8,14.2,88.1,29.5,Shrubland,Herbivore,Omnivore,Insessorial
Pycnonotus leucogenys,Pycnonotidae,Passeriformes,17.6,9,3.8,4.6,20.7,93.4,13.7,79.8,14.6,91.8,35.9,Shrubland,Herbivore,Omnivore,Insessorial
Pycnonotus leucogrammicus,Pycnonotidae,Passeriformes,14.9,8.1,3.5,4.1,15.5,86.5,16,70.5,18.5,83,33.5,Forest,Herbivore,Frugivore,Insessorial
Pycnonotus leucotis,Pycnonotidae,Passeriformes,15.8,8,4.1,4.9,20,84.6,14.2,71.1,16.6,83.2,27.1,Shrubland,Herbivore,Omnivore,Insessorial
Pycnonotus luteolus,Pycnonotidae,Passeriformes,17.9,9.4,4,5.3,21.4,83.2,9.3,73.9,11.2,79,34.7,Shrubland,Herbivore,Frugivore,Insessorial
Pycnonotus melanicterus,Pycnonotidae,Passeriformes,14.7,7.7,3.7,4.2,15,79.1,10.7,68.6,13.4,79.7,29.3,Forest,Herbivore,Frugivore,Insessorial
Pycnonotus melanoleucos,Pycnonotidae,Passeriformes,17.6,10.7,4.2,4.3,13.9,83.2,15.7,67.3,18.9,68.4,31,Forest,Herbivore,Frugivore,Insessorial
Pycnonotus nieuwenhuisii,Pycnonotidae,Passeriformes,18.2,10.7,4.2,4.3,16.4,84.7,15.7,67.3,18.9,68.7,25.5,Forest,Herbivore,Frugivore,Insessorial
Pycnonotus nigricans,Pycnonotidae,Passeriformes,19.6,10.9,4.1,5,21.6,92.8,16.3,77.5,17.4,77.2,30.8,Shrubland,Herbivore,Frugivore,Insessorial
Pycnonotus penicillatus,Pycnonotidae,Passeriformes,17.2,8.6,4.3,4.8,20.8,79.2,9.2,70.1,11.5,79,36.5,Forest,Herbivore,Frugivore,Insessorial
Pycnonotus plumosus,Pycnonotidae,Passeriformes,17.4,10.8,4.7,5.2,20.4,83.1,9.3,74.2,11.1,71.6,34.9,Shrubland,Herbivore,Frugivore,Insessorial
Pycnonotus priocephalus,Pycnonotidae,Passeriformes,14.2,7.8,3.6,4,14.1,74.4,10.8,64.2,14.4,74.2,25.5,Forest,Herbivore,Frugivore,Insessorial
Pycnonotus simplex,Pycnonotidae,Passeriformes,15.8,9.8,4,4.6,17.5,78.9,10.4,68.4,13.2,67.6,25.1,Forest,Herbivore,Frugivore,Insessorial
Pycnonotus sinensis,Pycnonotidae,Passeriformes,17.9,8.6,4.4,4.9,21.6,86.7,17.8,68.1,20.8,82.1,34.2,Human Modified,Herbivore,Frugivore,Insessorial
Pycnonotus squamatus,Pycnonotidae,Passeriformes,14.4,7.2,4.1,3.7,15.2,73.8,13.1,60.7,17.8,60.2,22,Forest,Herbivore,Frugivore,Insessorial
Pycnonotus striatus,Pycnonotidae,Passeriformes,19.6,10,4.3,5.3,18.2,104.6,22.9,79.9,22.3,96.8,52,Forest,Omnivore,Omnivore,Insessorial
Pycnonotus taivanus,Pycnonotidae,Passeriformes,16.7,8.5,4.9,5,19.8,88.1,15.1,72.9,17.2,79.6,26.1,Forest,Herbivore,Omnivore,Insessorial
Pycnonotus tympanistrigus,Pycnonotidae,Passeriformes,13.1,6.7,3.4,3.8,14.5,74.5,11.4,63.1,15.3,71,33.5,Forest,Herbivore,Frugivore,Insessorial
Pycnonotus urostictus,Pycnonotidae,Passeriformes,15.2,7.8,3.7,4.3,16.1,79,12.2,66.4,15.5,83.2,24.8,Forest,Herbivore,Frugivore,Insessorial
Pycnonotus xantholaemus,Pycnonotidae,Passeriformes,16.2,8.4,3.5,4.6,18.6,87.5,11.7,75.8,13.3,87,28.1,Forest,Herbivore,Frugivore,Insessorial
Pycnonotus xanthopygos,Pycnonotidae,Passeriformes,18.6,9.4,4.1,5.2,21.7,92.4,14.1,78.5,15.2,89.2,37.6,Shrubland,Herbivore,Frugivore,Insessorial
Pycnonotus xanthorrhous,Pycnonotidae,Passeriformes,17.7,9.1,3.9,4.4,20,90.6,14.2,75.3,15.8,94.6,26.9,Shrubland,Herbivore,Frugivore,Insessorial
Pycnonotus zeylanicus,Pycnonotidae,Passeriformes,24.3,13.2,5.1,7,24.1,114.4,12.6,101.7,10.9,105.4,86.3,Forest,Herbivore,Frugivore,Insessorial
Pyrrhurus scandens,Pycnonotidae,Passeriformes,22.2,12.2,4.9,5.6,24.4,106.2,14.7,92.8,13.6,98.6,43.8,Forest,Omnivore,Invertivore,Insessorial
Setornis criniger,Pycnonotidae,Passeriformes,23.9,16.3,5.3,6.5,19.9,95.6,17,77.8,17.9,79.6,29.5,Forest,Herbivore,Frugivore,Insessorial
Spizixos canifrons,Pycnonotidae,Passeriformes,13.6,8.2,5.4,7.1,19,95,16.9,78.1,17.8,94,44,Shrubland,Herbivore,Omnivore,Insessorial
Spizixos semitorques,Pycnonotidae,Passeriformes,14.2,8.1,6.7,7.7,19.1,89.8,13.6,77.7,14.8,91.9,39,Shrubland,Omnivore,Omnivore,Insessorial
Thescelocichla leucopleura,Pycnonotidae,Passeriformes,22.8,12.7,4.9,5.6,24.5,113,16.5,96.5,14.6,106.2,62.1,Forest,Herbivore,Frugivore,Insessorial
Tricholestes criniger,Pycnonotidae,Passeriformes,15.7,10.2,4,4,15.4,73.2,11.1,61.8,15.3,63.4,17.1,Forest,Omnivore,Omnivore,Insessorial
Regulus calendula,Reguliidae,Passeriformes,10.6,6.3,2.7,2.2,18.4,58,12.6,44.9,22,42.2,6.2,Forest,Carnivore,Invertivore,Insessorial
Regulus goodfellowi,Reguliidae,Passeriformes,9.8,5.4,2,2,17.4,52.5,11.5,41,21.9,35.5,4.1,Forest,Carnivore,Invertivore,Insessorial
Regulus ignicapilla,Reguliidae,Passeriformes,10.9,6,2,2.1,16.5,52.3,11.5,40.7,22,39.4,5.6,Forest,Carnivore,Invertivore,Insessorial
Regulus madeirensis,Reguliidae,Passeriformes,11.8,6.6,2.8,2.4,19.5,54.8,10.9,43.9,19.9,40.1,5.6,Forest,Carnivore,Invertivore,Insessorial
Regulus regulus,Reguliidae,Passeriformes,10.6,5.7,2.2,2.1,15,52.9,11.6,41.2,22,39.3,5.5,Forest,Carnivore,Invertivore,Insessorial
Regulus satrapa,Reguliidae,Passeriformes,9,5.4,2.1,2.5,16.2,57.2,13.4,43.4,23.6,42.8,6.2,Forest,Carnivore,Invertivore,Insessorial
Anthoscopus caroli,Remizidae,Passeriformes,9.2,6.7,2.9,3.2,13.1,52.6,8.1,44.1,15.5,29.9,6.9,Woodland,Omnivore,Invertivore,Insessorial
Anthoscopus flavifrons,Remizidae,Passeriformes,10.4,7.7,3,3.9,12.3,54,10.7,44,19.6,27.2,8,Forest,Omnivore,Invertivore,Insessorial
Anthoscopus minutus,Remizidae,Passeriformes,8.6,6.7,2.5,3.7,13.4,49.8,7.4,42.1,14.9,34.8,6.6,Shrubland,Omnivore,Invertivore,Insessorial
Anthoscopus musculus,Remizidae,Passeriformes,8.2,6.3,2.7,3.3,11.4,49,6.6,42.4,13.5,27.4,5.2,Shrubland,Carnivore,Invertivore,Insessorial
Anthoscopus parvulus,Remizidae,Passeriformes,9,7.1,2.5,3.2,11.8,50,7.6,42.4,15.3,28.3,5.8,Shrubland,Carnivore,Invertivore,Insessorial
Anthoscopus punctifrons,Remizidae,Passeriformes,9.2,7,2.8,3.6,13.1,50.4,7.8,42.5,15.4,30.2,7,Desert,Carnivore,Invertivore,Insessorial
Auriparus flaviceps,Remizidae,Passeriformes,9.8,7,3.2,3.9,15,52.1,7.6,45,14.4,48.9,6.8,Shrubland,Carnivore,Invertivore,Insessorial
Cephalopyrus flammiceps,Remizidae,Passeriformes,8.4,6.4,3,2.9,12.5,59.5,17.4,42.4,29.1,32.3,7,Forest,Omnivore,Invertivore,Insessorial
Pholidornis rushiae,Remizidae,Passeriformes,9.6,5.7,2.3,2.5,11.5,45.6,8.1,37.7,17.6,26.6,6,Forest,Carnivore,Invertivore,Insessorial
Remiz consobrinus,Remizidae,Passeriformes,10.5,7.4,3,3.8,13.1,55.4,14,41.5,25.2,43.6,9.1,Wetland,Omnivore,Invertivore,Insessorial
Remiz coronatus,Remizidae,Passeriformes,9.7,7,2.8,3.2,12.3,52.4,9.2,42.8,17.6,41,6.9,Riverine,Omnivore,Invertivore,Insessorial
Remiz macronyx,Remizidae,Passeriformes,10.8,7.5,3.5,3.8,14,55.8,10.4,45.4,18.6,48.2,10.1,Wetland,Omnivore,Invertivore,Insessorial
Remiz pendulinus,Remizidae,Passeriformes,10.3,7.6,2.8,3.9,13.3,56.1,11,45.2,19.6,48.8,9.3,Wetland,Omnivore,Invertivore,Insessorial
Rhabdornis grandis,Rhabdornithidae,Passeriformes,24,12.9,3.9,4.9,22.5,88,18.7,61.5,23.1,53,45.5,Forest,Omnivore,Omnivore,Insessorial
Rhabdornis inornatus,Rhabdornithidae,Passeriformes,18.8,10.8,4.3,5.4,21.2,87.9,27.1,62.2,30.4,57.7,39.1,Forest,Omnivore,Omnivore,Insessorial
Rhabdornis mystacalis,Rhabdornithidae,Passeriformes,21.2,12.9,3.9,4.9,19.8,80.6,18.7,61.5,23.1,48.3,25.6,Forest,Omnivore,Omnivore,Insessorial
Acropternis orthonyx,Rhinocryptidae,Passeriformes,22.9,10.4,4.5,6.5,36.4,94.8,5.2,89.9,5.5,88.9,89.9,Forest,Carnivore,Invertivore,Insessorial
Eleoscytalopus indigoticus,Rhinocryptidae,Passeriformes,15,7.5,3.3,3.6,19.6,51.9,4,49,7.6,35.9,16.2,Forest,Carnivore,Invertivore,Terrestrial
Eleoscytalopus psychopompus,Rhinocryptidae,Passeriformes,13,8.1,3.4,3.4,19.4,52.3,4.4,47.9,8.3,34.1,17.8,Forest,Carnivore,Invertivore,Terrestrial
Eugralla paradoxa,Rhinocryptidae,Passeriformes,16.4,8.4,3.6,4.9,26,58.8,4.8,54.4,8.1,50.1,44,Forest,Carnivore,Invertivore,Generalist
Liosceles thoracicus,Rhinocryptidae,Passeriformes,21.4,11.5,4.2,5.5,28.3,72.6,5.8,67.2,7.8,72.4,40.5,Forest,Carnivore,Invertivore,Terrestrial
Melanopareia elegans,Rhinocryptidae,Passeriformes,17,10.2,3.4,3.6,25.9,53.1,2.7,49.8,4.7,57.9,16,Woodland,Carnivore,Invertivore,Terrestrial
Melanopareia maranonica,Rhinocryptidae,Passeriformes,17.3,9.5,3.7,3.9,25.9,58.9,5,54.3,8.3,72.8,23,Woodland,Carnivore,Invertivore,Terrestrial
Melanopareia maximiliani,Rhinocryptidae,Passeriformes,14.3,7,3.1,3.4,22,52.1,3.5,48.4,6.7,72.3,18,Woodland,Carnivore,Invertivore,Terrestrial
Melanopareia torquata,Rhinocryptidae,Passeriformes,12.4,7.5,3.3,3.7,20,51.5,4.4,48,8.6,59.9,17.2,Woodland,Carnivore,Invertivore,Terrestrial
Merulaxis ater,Rhinocryptidae,Passeriformes,21.2,11.4,4.3,5.3,26.1,66.2,3.5,62.2,5.3,83.4,35,Forest,Carnivore,Invertivore,Terrestrial
Merulaxis stresemanni,Rhinocryptidae,Passeriformes,21,10.9,4.9,5.9,25.3,75,3,72,4,97,35,Forest,Carnivore,Invertivore,Terrestrial
Myornis senilis,Rhinocryptidae,Passeriformes,16.6,8.7,3.5,4.4,21.7,56.9,7.2,50.1,12.5,62.7,21.2,Forest,Carnivore,Invertivore,Insessorial
Psilorhamphus guttatus,Rhinocryptidae,Passeriformes,15.9,9.6,3,3.2,25.1,49.1,4.4,44.1,9,57.8,11.3,Forest,Carnivore,Invertivore,Insessorial
Pteroptochos castaneus,Rhinocryptidae,Passeriformes,22.4,12.7,4.4,6.8,44.8,103.1,7,94.2,7.2,87.3,160.6,Forest,Carnivore,Invertivore,Generalist
Pteroptochos megapodius,Rhinocryptidae,Passeriformes,22.4,11.8,5,7.2,42.2,98,4,92.8,4,79.1,114,Shrubland,Carnivore,Invertivore,Terrestrial
Pteroptochos tarnii,Rhinocryptidae,Passeriformes,22.4,11.7,4.9,6.2,45.4,103.1,6.5,96.4,6.4,89.7,147,Forest,Carnivore,Invertivore,Terrestrial
Rhinocrypta lanceolata,Rhinocryptidae,Passeriformes,17.3,9.8,4.4,4.9,30.2,81.9,5.8,76.2,6.9,81.4,61.9,Shrubland,Carnivore,Invertivore,Terrestrial
Scelorchilus albicollis,Rhinocryptidae,Passeriformes,20.8,12.7,4.9,5.8,35.4,75,3.8,71.2,5.1,78.5,47.3,Shrubland,Carnivore,Invertivore,Terrestrial
Scelorchilus rubecula,Rhinocryptidae,Passeriformes,17.7,10.2,3.7,5.1,36.2,70.3,3.8,66.3,5.4,65.8,56.7,Forest,Omnivore,Invertivore,Terrestrial
Scytalopus acutirostris,Rhinocryptidae,Passeriformes,12.3,5.3,3.2,3.3,20.3,51.9,6,46.2,11.9,36.9,18.1,Forest,Carnivore,Invertivore,Terrestrial
Scytalopus affinis,Rhinocryptidae,Passeriformes,13.7,7.2,3,3,19,50.2,5.8,45.1,11.7,39.4,13.1,Forest,Carnivore,Invertivore,Terrestrial
Scytalopus altirostris,Rhinocryptidae,Passeriformes,13.6,6.4,3.6,3.6,21.9,53.5,6.5,47,12.2,38,19.5,Forest,Carnivore,Invertivore,Terrestrial
Scytalopus argentifrons,Rhinocryptidae,Passeriformes,12.7,7.5,3,3.4,19.9,51.7,3.4,48,6.6,40.4,17,Forest,Carnivore,Invertivore,Generalist
Scytalopus atratus,Rhinocryptidae,Passeriformes,15.3,7.4,3.4,3.9,23.3,55,4.4,50.8,8.2,43.9,25.7,Forest,Carnivore,Invertivore,Generalist
Scytalopus bolivianus,Rhinocryptidae,Passeriformes,13.4,6.9,3.3,4.1,22.4,52.8,6.6,46.6,12.4,36.4,20.8,Forest,Carnivore,Invertivore,Terrestrial
Scytalopus canus,Rhinocryptidae,Passeriformes,12.7,6.6,2.7,3.1,21.4,52.7,5.3,47.4,10.1,37.2,18.2,Forest,Carnivore,Invertivore,Generalist
Scytalopus caracae,Rhinocryptidae,Passeriformes,13.9,6.4,3.1,3.5,21.1,55.6,7.2,49.4,12.9,41.2,24,Forest,Carnivore,Invertivore,Terrestrial
Scytalopus chocoensis,Rhinocryptidae,Passeriformes,14.3,7.3,3.3,4.1,20.4,50,8.4,43.1,16.3,40.8,20,Forest,Carnivore,Invertivore,Terrestrial
Scytalopus femoralis,Rhinocryptidae,Passeriformes,15.5,7.8,3.5,3.9,26.1,61.4,4.9,56,8.2,52.1,23.2,Forest,Carnivore,Invertivore,Terrestrial
Scytalopus fuscus,Rhinocryptidae,Passeriformes,12.4,7.2,2.6,3.3,19,51.5,4,47.5,7.7,39.2,13.7,Forest,Carnivore,Invertivore,Terrestrial
Scytalopus griseicollis,Rhinocryptidae,Passeriformes,11.9,6.7,3.3,3.5,22.3,52.6,6.8,45.6,13,39.8,18.1,Forest,Carnivore,Invertivore,Terrestrial
Scytalopus iraiensis,Rhinocryptidae,Passeriformes,10.9,5.6,2.9,2.9,19,48.5,3,45.5,6.2,40,12.4,Grassland,Carnivore,Invertivore,Generalist
Scytalopus latebricola,Rhinocryptidae,Passeriformes,14.8,8.5,3.4,4.1,23.4,58.2,5.7,53.1,9.6,40.7,18.1,Forest,Carnivore,Invertivore,Terrestrial
Scytalopus latrans,Rhinocryptidae,Passeriformes,14.4,6.6,2.7,3.2,21.4,55.9,6.9,50.4,12.2,40.1,17.6,Forest,Carnivore,Invertivore,Terrestrial
Scytalopus macropus,Rhinocryptidae,Passeriformes,17.7,8.7,3.9,4.4,29.9,71.3,5.6,66.2,7.8,52,37.1,Forest,Carnivore,Invertivore,Terrestrial
Scytalopus magellanicus,Rhinocryptidae,Passeriformes,12.8,6.6,2.8,3.2,19.3,48.1,4.3,43.1,9,34.4,13.7,Forest,Carnivore,Invertivore,Terrestrial
Scytalopus meridanus,Rhinocryptidae,Passeriformes,12.5,6.6,2.9,3.3,21.3,52.5,3.9,48.9,7.5,36.3,20,Forest,Carnivore,Invertivore,Terrestrial
Scytalopus micropterus,Rhinocryptidae,Passeriformes,16,8.4,3.6,4.4,23.7,60.7,4.1,57,6.8,51.2,29.7,Forest,Carnivore,Invertivore,Generalist
Scytalopus novacapitalis,Rhinocryptidae,Passeriformes,11,6.9,3.3,3.8,17.7,51.5,5.5,46.5,10.6,48.3,18.9,Forest,Carnivore,Invertivore,Terrestrial
Scytalopus pachecoi,Rhinocryptidae,Passeriformes,11.7,5.9,2.8,3.2,18.2,46.4,3.2,43.1,7,39.8,15,Forest,Carnivore,Invertivore,Generalist
Scytalopus panamensis,Rhinocryptidae,Passeriformes,14.1,7.7,3.3,4,20.5,54.8,5.3,50.2,9.7,44.4,23,Forest,Carnivore,Invertivore,Generalist
Scytalopus parkeri,Rhinocryptidae,Passeriformes,15.3,7.2,3.1,3.6,23.3,60.2,4.4,56,7.2,44.9,21.3,Forest,Carnivore,Invertivore,Generalist
Scytalopus parvirostris,Rhinocryptidae,Passeriformes,14.3,6.6,3,3.7,23,57.2,6.2,51,10.9,43,17.8,Forest,Carnivore,Invertivore,Terrestrial
Scytalopus robbinsi,Rhinocryptidae,Passeriformes,14.9,8.7,3.5,4.2,22.1,57.1,2.7,54.4,4.8,42.9,19.3,Forest,Carnivore,Invertivore,Generalist
Scytalopus rodriguezi,Rhinocryptidae,Passeriformes,14.3,8.5,3.4,3.9,21.3,54.8,5,49.8,9.2,43.3,21.6,NA,Carnivore,Invertivore,Generalist
Scytalopus sanctaemartae,Rhinocryptidae,Passeriformes,14.1,8.2,3.4,3.6,20.1,47,4.1,42.9,8.8,35.5,23.2,Forest,Carnivore,Invertivore,Terrestrial
Scytalopus schulenbergi,Rhinocryptidae,Passeriformes,12.8,6.6,2.9,3.4,22.6,53.1,4.4,48.7,8.3,33.3,16.1,Forest,Carnivore,Invertivore,Generalist
Scytalopus simonsi,Rhinocryptidae,Passeriformes,13.7,6.8,3.1,3.2,20.6,52.6,4.9,48.2,9.2,37.2,16.6,Forest,Carnivore,Invertivore,Terrestrial
Scytalopus speluncae,Rhinocryptidae,Passeriformes,11.1,6.3,2.9,3.1,19.4,50.1,5.3,45.1,10.7,41.6,13,Forest,Carnivore,Invertivore,Terrestrial
Scytalopus spillmanni,Rhinocryptidae,Passeriformes,14.7,8.8,3.4,4,23.8,58.9,3.9,55,6.7,44.1,23.5,Forest,Carnivore,Invertivore,Generalist
Scytalopus stilesi,Rhinocryptidae,Passeriformes,14.9,8.3,3.6,4,22.8,58.4,4.7,53.7,8.1,45.9,22.1,NA,Carnivore,Invertivore,Generalist
